ds,yhat,y_pred_lower,y_pred_upper
2034-07-21 00:00:00,12868.50781019908,12698.473136976892,13038.542483421268
2034-07-22 00:00:00,12870.650668417076,12708.0430271744,13033.258309659752
2034-07-23 00:00:00,12860.247667263464,12692.07462186315,13028.420712663778
2034-07-24 00:00:00,12855.3215415392,12688.136920486184,13022.506162592217
2034-07-25 00:00:00,12929.358781803325,12764.433347040756,13094.284216565893
2034-07-26 00:00:00,12958.485408471779,12793.487763275461,13123.483053668097
2034-07-27 00:00:00,12975.03036872085,12803.04836188746,13147.01237555424
2034-07-28 00:00:00,12953.805025115873,12791.945900601824,13115.664149629922
2034-07-29 00:00:00,12951.49344650554,12787.720228417551,13115.266664593528
2034-07-30 00:00:00,12919.395260498892,12761.809049438798,13076.981471558986
2034-07-31 00:00:00,12877.291728683736,12708.82791861589,13045.755538751582
2034-08-01 00:00:00,12907.757946519921,12733.393712858904,13082.122180180939
2034-08-02 00:00:00,12899.148008748618,12737.573881348966,13060.72213614827
2034-08-03 00:00:00,12892.2684841873,12727.492471439564,13057.044496935036
2034-08-04 00:00:00,12861.762681639637,12685.232511184284,13038.29285209499
2034-08-05 00:00:00,12856.861383581152,12686.300570022977,13027.422197139327
2034-08-06 00:00:00,12820.436315948473,12641.476084342623,12999.396547554323
2034-08-07 00:00:00,12769.167630442445,12605.62492200619,12932.7103388787
2034-08-08 00:00:00,12788.932140650053,12626.608730318267,12951.25555098184
2034-08-09 00:00:00,12773.225480583867,12605.32121580435,12941.129745363385
2034-08-10 00:00:00,12764.432387925543,12599.781778355606,12929.08299749548
2034-08-11 00:00:00,12733.610956166764,12567.96137107745,12899.260541256077
2034-08-12 00:00:00,12725.015161743531,12560.085173537644,12889.945149949419
2034-08-13 00:00:00,12680.279854120025,12517.941422504424,12842.618285735625
2034-08-14 00:00:00,12620.324348915396,12453.694626432716,12786.954071398075
2034-08-15 00:00:00,12637.190115041207,12464.80813584987,12809.572094232544
2034-08-16 00:00:00,12626.791972397736,12459.359437791718,12794.224507003753
2034-08-17 00:00:00,12627.788235064254,12461.244020463993,12794.332449664515
2034-08-18 00:00:00,12603.997687702058,12436.59145951418,12771.403915889936
2034-08-19 00:00:00,12594.557211821191,12430.816172432988,12758.298251209395
2034-08-20 00:00:00,12541.747070165524,12374.140988063886,12709.353152267162
